,NYCE_Area_Data_DETECT_1002.csv,NYCE_Area_Data_DETECT_1003.csv,NYCE_Area_Data_DETECT_1095.csv,NYCE_Area_Data_DETECT_1097.csv,NYCE_Area_Data_DETECT_1135.csv,NYCE_Area_Data_DETECT_114.csv,NYCE_Area_Data_DETECT_115.csv,NYCE_Area_Data_DETECT_1217.csv,NYCE_Area_Data_DETECT_1280.csv,NYCE_Area_Data_DETECT_1286.csv,NYCE_Area_Data_DETECT_1289.csv,NYCE_Area_Data_DETECT_1343.csv,NYCE_Area_Data_DETECT_1373.csv,NYCE_Area_Data_DETECT_1382.csv,NYCE_Area_Data_DETECT_1439.csv,NYCE_Area_Data_DETECT_1456.csv,NYCE_Area_Data_DETECT_1507.csv,NYCE_Area_Data_DETECT_1525.csv,NYCE_Area_Data_DETECT_159.csv,NYCE_Area_Data_DETECT_1601.csv,NYCE_Area_Data_DETECT_1695.csv,NYCE_Area_Data_DETECT_1788.csv,NYCE_Area_Data_DETECT_1793.csv,NYCE_Area_Data_DETECT_1877.csv,NYCE_Area_Data_DETECT_1922.csv,NYCE_Area_Data_DETECT_1958.csv,NYCE_Area_Data_DETECT_2021.csv,NYCE_Area_Data_DETECT_2063.csv,NYCE_Area_Data_DETECT_2074.csv,NYCE_Area_Data_DETECT_2150.csv,NYCE_Area_Data_DETECT_2177.csv,NYCE_Area_Data_DETECT_2181.csv,NYCE_Area_Data_DETECT_2254.csv,NYCE_Area_Data_DETECT_2263.csv,NYCE_Area_Data_DETECT_2270.csv,NYCE_Area_Data_DETECT_2272.csv,NYCE_Area_Data_DETECT_2276.csv,NYCE_Area_Data_DETECT_2287.csv,NYCE_Area_Data_DETECT_2290.csv,NYCE_Area_Data_DETECT_2298.csv,NYCE_Area_Data_DETECT_2299.csv,NYCE_Area_Data_DETECT_2301.csv,NYCE_Area_Data_DETECT_2303.csv,NYCE_Area_Data_DETECT_2306.csv,NYCE_Area_Data_DETECT_2307.csv,NYCE_Area_Data_DETECT_2309.csv,NYCE_Area_Data_DETECT_2310.csv,NYCE_Area_Data_DETECT_2311.csv,NYCE_Area_Data_DETECT_2312.csv,NYCE_Area_Data_DETECT_2313.csv,NYCE_Area_Data_DETECT_2314.csv,NYCE_Area_Data_DETECT_2318.csv,NYCE_Area_Data_DETECT_2322.csv,NYCE_Area_Data_DETECT_2328.csv,NYCE_Area_Data_DETECT_2341.csv,NYCE_Area_Data_DETECT_2345.csv,NYCE_Area_Data_DETECT_2390.csv,NYCE_Area_Data_DETECT_2401.csv,NYCE_Area_Data_DETECT_2410.csv,NYCE_Area_Data_DETECT_2411.csv,NYCE_Area_Data_DETECT_2416.csv,NYCE_Area_Data_DETECT_2417.csv,NYCE_Area_Data_DETECT_2426.csv,NYCE_Area_Data_DETECT_2429.csv,NYCE_Area_Data_DETECT_2435.csv,NYCE_Area_Data_DETECT_2440.csv,NYCE_Area_Data_DETECT_2441.csv,NYCE_Area_Data_DETECT_2442.csv,NYCE_Area_Data_DETECT_2451.csv,NYCE_Area_Data_DETECT_2458.csv,NYCE_Area_Data_DETECT_2468.csv,NYCE_Area_Data_DETECT_2472.csv,NYCE_Area_Data_DETECT_2473.csv,NYCE_Area_Data_DETECT_2474.csv,NYCE_Area_Data_DETECT_2490.csv,NYCE_Area_Data_DETECT_2491.csv,NYCE_Area_Data_DETECT_2493.csv,NYCE_Area_Data_DETECT_2496.csv,NYCE_Area_Data_DETECT_2501.csv,NYCE_Area_Data_DETECT_2503.csv,NYCE_Area_Data_DETECT_2504.csv,NYCE_Area_Data_DETECT_2510.csv,NYCE_Area_Data_DETECT_2511.csv,NYCE_Area_Data_DETECT_2512.csv,NYCE_Area_Data_DETECT_2513.csv,NYCE_Area_Data_DETECT_2515.csv,NYCE_Area_Data_DETECT_2524.csv,NYCE_Area_Data_DETECT_2528.csv,NYCE_Area_Data_DETECT_2530.csv,NYCE_Area_Data_DETECT_2540.csv,NYCE_Area_Data_DETECT_2541.csv,NYCE_Area_Data_DETECT_2544.csv,NYCE_Area_Data_DETECT_2560.csv,NYCE_Area_Data_DETECT_2562.csv,NYCE_Area_Data_DETECT_2565.csv,NYCE_Area_Data_DETECT_2567.csv,NYCE_Area_Data_DETECT_2568.csv,NYCE_Area_Data_DETECT_2571.csv,NYCE_Area_Data_DETECT_2575.csv,NYCE_Area_Data_DETECT_2578.csv,NYCE_Area_Data_DETECT_2606.csv,NYCE_Area_Data_DETECT_2607.csv,NYCE_Area_Data_DETECT_2610.csv,NYCE_Area_Data_DETECT_2614.csv,NYCE_Area_Data_DETECT_2634.csv,NYCE_Area_Data_DETECT_2636.csv,NYCE_Area_Data_DETECT_2639.csv,NYCE_Area_Data_DETECT_2644.csv,NYCE_Area_Data_DETECT_386.csv,NYCE_Area_Data_DETECT_400.csv
2023-12-09,0.4136111111111111,,,0.08333333333333333,1.6230555555555555,,0.11444444444444445,1.603888888888889,0.6311111111111111,1.5616666666666668,0.6516666666666666,,1.3219444444444444,0.6686111111111112,,1.6730555555555555,0.21083333333333334,,1.3344444444444445,0.39666666666666667,0.1786111111111111,,0.26694444444444443,0,,0.2361111111111111,0.08,0.07222222222222222,1.5777777777777777,,,0.01,0,0.18555555555555556,1.2391666666666667,2.3069444444444445,0.18888888888888888,0.1688888888888889,0.19444444444444445,0.8897222222222222,0.0,,0.5811111111111111,0.2975,0.3086111111111111,0.5202777777777777,0.026111111111111113,0.43666666666666665,0.011666666666666667,1.3083333333333333,0.6658333333333334,0.4152777777777778,0.012222222222222223,1.1916666666666667,0.10333333333333333,,,0.3005555555555556,0.06472222222222222,0.18333333333333332,0.11833333333333333,,0,0.5794444444444444,0.3219444444444444,1.6058333333333332,0.19777777777777777,0.09111111111111111,1.96,0.14083333333333334,0.565,0.04583333333333333,1.2894444444444444,0.9347222222222222,0.2791666666666667,,2.1172222222222223,0,0.2822222222222222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16361111111111112,0.08916666666666667
2023-12-10,1.0547222222222221,,,0.0763888888888889,2.4719444444444445,,0.3233333333333333,1.5244444444444445,0.5530555555555555,1.5238888888888888,0.515,,1.628611111111111,0.9755555555555555,,1.2380555555555555,0.1272222222222222,,1.7861111111111112,0.3213888888888889,0.17166666666666666,,0.28944444444444445,0.042222222222222223,,0.17722222222222223,0.03666666666666667,0.08083333333333333,3.05,,,0.020555555555555556,0,0.24138888888888888,0.6427777777777778,3.491388888888889,0.25277777777777777,0.09305555555555556,0.14222222222222222,0.8055555555555556,0,,0.5841666666666666,0.22805555555555557,0.5027777777777778,0.5436111111111112,0.036944444444444446,0.3436111111111111,0.019444444444444445,0.9219444444444445,1.2155555555555555,0.5466666666666666,0.05138888888888889,0.8786111111111111,0.08305555555555555,,,0.14444444444444443,0.12333333333333334,0.20166666666666666,0.8413888888888889,,0,0.6241666666666666,0.2841666666666667,2.0858333333333334,0.16194444444444445,0.0475,1.2752777777777777,0.16416666666666666,0.5333333333333333,0.085,0.7597222222222222,0.5594444444444444,0.2836111111111111,,0.8655555555555555,0,0.11222222222222222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11361111111111111,0.034166666666666665
2023-12-11,0.7916666666666666,,,0.085,1.175,,0.15055555555555555,1.1641666666666666,0.6644444444444444,1.5733333333333333,0.6286111111111111,,1.0727777777777778,1.0283333333333333,,1.4780555555555555,0.6433333333333333,,1.6516666666666666,0.32944444444444443,0.14027777777777778,,0.26722222222222225,0.08944444444444444,,0.16972222222222222,0.059722222222222225,0.18666666666666668,1.5447222222222223,,,0.015833333333333335,0,0.21722222222222223,0.6538888888888889,2.3986111111111112,0.19194444444444445,0.24222222222222223,0.1811111111111111,0.8855555555555555,0,,0.7877777777777778,0.2511111111111111,0.2783333333333333,0.49722222222222223,0.0325,0.4577777777777778,0.03638888888888889,0.6675,0.6008333333333333,0.5683333333333334,0.003611111111111111,1.1369444444444445,0.11666666666666667,,,0.20583333333333334,1.7266666666666666,0.21444444444444444,0.6094444444444445,,0,0.30722222222222223,0.3416666666666667,0.8352777777777778,0.41444444444444445,0.09944444444444445,1.621388888888889,0.08638888888888889,0.45861111111111114,0.07,0.5830555555555555,0.935,1.0558333333333334,,1.7908333333333333,0.09444444444444444,0.24833333333333332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11138888888888888,0.06388888888888888
2023-12-12,0.3908333333333333,,,0.06694444444444445,1.3811111111111112,,0.13,1.3758333333333332,0.7069444444444445,1.945,0.8163888888888889,,1.405,0.9808333333333333,,1.0041666666666667,0.10388888888888889,,1.4425,0.39555555555555555,0.31444444444444447,,0.26,0.14888888888888888,,0.36444444444444446,0.06,0.1175,1.9702777777777778,,,0.023055555555555555,0,0.38055555555555554,1.0197222222222222,2.773888888888889,0.1988888888888889,0.24805555555555556,0.41,1.021111111111111,1.0222222222222221,,0.5594444444444444,0.3194444444444444,0.18638888888888888,0.5302777777777777,0.03805555555555556,0.6177777777777778,0.028055555555555556,0.8408333333333333,0.5238888888888888,0.5325,0.28888888888888886,0.5825,0.13083333333333333,,,0.1963888888888889,0.15416666666666667,0.1686111111111111,0.8469444444444445,,0,0.3655555555555556,0.4469444444444444,0.8808333333333334,0.31222222222222223,0.06638888888888889,1.8327777777777778,0.12611111111111112,0.5316666666666666,0.09333333333333334,0.4166666666666667,0.8144444444444444,1.1158333333333332,,2.865,0.21055555555555555,0.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19694444444444445,0.09305555555555556
2023-12-13,0.4533333333333333,,,0.06111111111111111,2.3113888888888887,,0.08694444444444445,1.3966666666666667,0.7244444444444444,1.3075,0.5386111111111112,,1.9802777777777778,0.93,,1.7430555555555556,0.21083333333333334,,1.0477777777777777,0.6158333333333333,0.22,,0.20083333333333334,0.08138888888888889,,0.08694444444444445,0.08027777777777778,0.08833333333333333,3.0166666666666666,,,0.021666666666666667,0,0.32,1.1236111111111111,2.678888888888889,0.41638888888888886,0.22,0.22611111111111112,0.8961111111111111,7.281944444444444,,0.5977777777777777,0.27805555555555556,0.2036111111111111,0.4897222222222222,0.035277777777777776,0.3933333333333333,0.036944444444444446,0.8805555555555555,0.7252777777777778,0.1686111111111111,0.0033333333333333335,0.7425,0.16666666666666666,,0.6552777777777777,0.2836111111111111,0.10833333333333334,0.3436111111111111,1.1230555555555555,,0,0.46166666666666667,0.30944444444444447,0.5058333333333334,0.3458333333333333,0.08805555555555555,1.3747222222222222,0.11555555555555555,0.6491666666666667,0.08027777777777778,0.7863888888888889,2.04,1.065,0,2.1294444444444443,0.10388888888888889,0.47055555555555556,0.3963888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18777777777777777,0.1
2023-12-14,0.37916666666666665,,,0.05388888888888889,1.1891666666666667,,0.11027777777777778,1.6155555555555556,0.4691666666666667,1.3194444444444444,0.8480555555555556,,1.3141666666666667,0.7269444444444444,,2.921388888888889,0.1411111111111111,,1.6958333333333333,0.45166666666666666,0.14416666666666667,,0.29305555555555557,0.1111111111111111,,0.1511111111111111,0.055,0.6505555555555556,1.8433333333333333,,,0.0008333333333333334,0,1.5866666666666667,1.0291666666666666,2.2197222222222224,0.24027777777777778,0.1297222222222222,0.23666666666666666,0.8583333333333333,3.056388888888889,,0.7472222222222222,0.2872222222222222,0.30583333333333335,0.4086111111111111,0.014444444444444444,0.5116666666666667,0.027777777777777776,0.7147222222222223,0.8463888888888889,0.14333333333333334,0.024444444444444446,0.3786111111111111,0.22916666666666666,,1.441111111111111,0.2625,0.07805555555555556,0.15888888888888889,0.5336111111111111,,0,0.35694444444444445,0.4177777777777778,1.2261111111111112,0.41833333333333333,0.09027777777777778,1.74,0.19972222222222222,0.5833333333333334,0.07222222222222222,0.45666666666666667,0.6355555555555555,1.0238888888888888,0.08055555555555556,1.6852777777777779,0.21083333333333334,0.4336111111111111,0.26694444444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.09083333333333334
2023-12-15,0.3938888888888889,,,0.09555555555555556,1.2338888888888888,,0.1322222222222222,1.0541666666666667,0.6333333333333333,1.726388888888889,0.5244444444444445,,1.5788888888888888,0.8433333333333334,,2.211388888888889,0.175,,1.636111111111111,0.4675,0.12694444444444444,,0.27694444444444444,0.11305555555555556,,0.22083333333333333,0.06527777777777778,0.07111111111111111,1.8094444444444444,,,0.0,0,1.1844444444444444,0.7188888888888889,2.609722222222222,0.3586111111111111,0.11611111111111111,0.2275,0.8847222222222222,2.372777777777778,,1.103888888888889,0.3622222222222222,0.2513888888888889,0.4038888888888889,0.01361111111111111,0.3713888888888889,0.009722222222222222,1.1902777777777778,0.5738888888888889,0.605,0.008888888888888889,0.5983333333333334,0.10333333333333333,,1.3569444444444445,0.1388888888888889,0.095,0.31972222222222224,0.6361111111111111,,0,0.5336111111111111,0.5513888888888889,0.8191666666666667,0.5522222222222222,0.14527777777777778,1.3102777777777779,0.043055555555555555,0.49472222222222223,0.1525,0.7688888888888888,0.42777777777777776,1.9761111111111112,0.5958333333333333,1.2841666666666667,0.12333333333333334,0.22416666666666665,0.3236111111111111,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.30027777777777775,0.07361111111111111
2023-12-16,0.44027777777777777,,,0.06694444444444445,1.3416666666666666,,0.16361111111111112,1.3544444444444443,0.7163888888888889,1.6208333333333333,0.6797222222222222,,1.7177777777777778,1.1780555555555556,,1.448611111111111,0.14888888888888888,,1.4444444444444444,0.615,0.08694444444444445,,0.5325,0.07333333333333333,,0.25527777777777777,0.10444444444444445,0.1338888888888889,1.7022222222222223,,,0.0005555555555555556,0,0.37,0.9841666666666666,2.3233333333333333,0.32611111111111113,0.1438888888888889,0.15638888888888888,0.9472222222222222,2.7294444444444443,,0.4461111111111111,0.3761111111111111,0.25972222222222224,0.38972222222222225,0.006666666666666667,0.5155555555555555,0.028055555555555556,1.5266666666666666,0.5661111111111111,0.4469444444444444,0.035,0.7527777777777778,0.13777777777777778,,1.3730555555555555,0.2111111111111111,0.5505555555555556,0.2125,0.5330555555555555,,0,0.29194444444444445,0.6319444444444444,1.9716666666666667,0.11027777777777778,0.06527777777777778,1.5691666666666666,0.1613888888888889,0.5122222222222222,0.051111111111111114,0.8588888888888889,0.6863888888888889,0.955,1.3144444444444445,1.583611111111111,0.15166666666666667,0.30666666666666664,0.5997222222222223,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.10722222222222222,0.05361111111111111
2023-12-17,0.35583333333333333,,,0.1125,1.426388888888889,,0.15166666666666667,1.4952777777777777,0.77,1.9883333333333333,0.6119444444444444,,1.1611111111111112,1.3391666666666666,,3.0097222222222224,0.15222222222222223,,1.5355555555555556,0.4663888888888889,0.3402777777777778,,0.4141666666666667,0.059166666666666666,,0.13777777777777778,0.04638888888888889,0.08583333333333333,2.1780555555555554,,,0.0016666666666666668,0,0.20027777777777778,2.4130555555555557,2.779166666666667,0.3338888888888889,0.19055555555555556,0.24472222222222223,0.8727777777777778,1.6005555555555555,,0.7136111111111111,0.2725,0.28694444444444445,0.39055555555555554,0.010833333333333334,0.2561111111111111,0.013888888888888888,1.0866666666666667,0.5627777777777778,0.42944444444444446,0.026944444444444444,0.6213888888888889,0.10916666666666666,,1.3858333333333333,0.1075,0.48527777777777775,0.2875,0.4847222222222222,,0,0.29638888888888887,0.2772222222222222,0.8936111111111111,0.15472222222222223,0.0575,1.3555555555555556,2.9833333333333334,0.6919444444444445,0.1275,0.7555555555555555,0.9280555555555555,0.9363888888888889,0.5280555555555555,1.656388888888889,0.12027777777777778,0.5938888888888889,1.2766666666666666,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.18472222222222223,0.05694444444444444
2023-12-18,0.44222222222222224,,,0.10777777777777778,1.6455555555555557,,0.11833333333333333,2.058333333333333,0.6086111111111111,2.422222222222222,1.0072222222222222,,1.5069444444444444,0.9766666666666667,,1.9483333333333333,0.25305555555555553,,1.3466666666666667,0.3794444444444444,0.23277777777777778,,0.3202777777777778,0.16472222222222221,,0.2336111111111111,0.04138888888888889,0.5147222222222222,2.0130555555555554,,,0.0002777777777777778,0,0.9002777777777777,0.5347222222222222,2.5947222222222224,0.2897222222222222,0.22916666666666666,0.28305555555555556,0.7369444444444444,3.875277777777778,,0.8844444444444445,0.2563888888888889,0.3038888888888889,0.6355555555555555,0.013055555555555556,0.5388888888888889,0.04805555555555555,2.6830555555555557,0.49666666666666665,0.5747222222222222,0.0030555555555555557,1.3302777777777777,0.09861111111111111,,1.3127777777777778,0.36083333333333334,0.5355555555555556,0.1661111111111111,0.4588888888888889,,0,0.32666666666666666,0.37777777777777777,0.6416666666666667,0.21722222222222223,0.027777777777777776,1.6055555555555556,0.2575,0.7588888888888888,0.0825,0.7063888888888888,0.6394444444444445,1.591388888888889,0.4066666666666667,1.6580555555555556,0.14166666666666666,0.12805555555555556,0.72,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.13666666666666666,0.06722222222222222
2023-12-19,0.3641666666666667,,,0.04083333333333333,1.4072222222222222,,0.16694444444444445,1.5802777777777777,0.5830555555555555,0.2286111111111111,1.1141666666666667,,0.8269444444444445,1.0275,,0.3736111111111111,0.28305555555555556,,1.3969444444444445,0.3463888888888889,0.225,,2.1980555555555554,0.11777777777777777,,0.19361111111111112,0.07916666666666666,0.8083333333333333,3.48,,,0.030833333333333334,0,0.25027777777777777,0.7188888888888889,2.493888888888889,0.20083333333333334,0.16555555555555557,0.15805555555555556,0.7775,5.085277777777778,,0.44305555555555554,0.3641666666666667,0.4588888888888889,0.38666666666666666,0.02861111111111111,0.3283333333333333,0.03333333333333333,3.408611111111111,0.4658333333333333,0.3655555555555556,0.029444444444444443,1.48,0.13805555555555554,,1.7233333333333334,0.18638888888888888,0.04527777777777778,0.5461111111111111,0.305,,0,0.43,1.3247222222222221,1.1333333333333333,0.8775,0.1913888888888889,1.1183333333333334,0.1461111111111111,0.5727777777777778,0.04888888888888889,0.8297222222222222,1.2394444444444443,1.4333333333333333,0.745,1.5308333333333333,0.1125,0.2427777777777778,0.5433333333333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,0.3388888888888889
2023-12-20,0.6069444444444444,,,0,2.747777777777778,,0.12944444444444445,1.3555555555555556,0.6558333333333334,0,0.7122222222222222,,0.5658333333333333,0.9663888888888889,,0.35694444444444445,0.5022222222222222,,1.3558333333333332,0.45,0.3661111111111111,,1.9766666666666666,0.345,,0.13527777777777777,0.07305555555555555,0.5730555555555555,1.905,,,0.005833333333333334,0,1.2044444444444444,1.1133333333333333,2.3408333333333333,0.3111111111111111,0.20277777777777778,0.21055555555555555,1.021388888888889,5.679166666666666,,0.4272222222222222,0.23527777777777778,0.28444444444444444,0.3661111111111111,0.034444444444444444,0.3511111111111111,0.10277777777777777,2.9730555555555553,0.5030555555555556,0.19055555555555556,0.028055555555555556,0.7652777777777777,0.19111111111111112,,1.9483333333333333,0.31805555555555554,0,0.17583333333333334,0.44416666666666665,,0,0.2425,0.4675,1.2055555555555555,0.21027777777777779,0.05638888888888889,1.468611111111111,0.09861111111111111,0.6188888888888889,0.08527777777777777,0.6841666666666667,0.7319444444444444,1.3825,0.5513888888888889,1.5322222222222222,0.3238888888888889,0.26722222222222225,0.4922222222222222,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.19944444444444445,0.10916666666666666
2023-12-21,0.29777777777777775,,,0.0,1.4216666666666666,,0.18305555555555555,1.4075,0.825,0,0.7422222222222222,,0.8525,1.4336111111111112,,0.5763888888888888,0.23027777777777778,,1.123888888888889,2.8852777777777776,0.1786111111111111,,1.0852777777777778,0.125,,0.41333333333333333,0.05333333333333334,0.8405555555555555,2.0505555555555555,,,0.03972222222222222,0,1.0458333333333334,0.6547222222222222,2.1158333333333332,0.38416666666666666,0.11527777777777778,0.23333333333333334,1.3752777777777778,5.353888888888889,,0.6183333333333333,0.2222222222222222,0.32916666666666666,0.38333333333333336,0.02361111111111111,0.4822222222222222,0.06,3.7116666666666664,0.43583333333333335,0.2708333333333333,0.041944444444444444,0.5536111111111112,0.1852777777777778,,2.1705555555555556,0.25055555555555553,0,0.2086111111111111,0.2986111111111111,,0,0.4486111111111111,0.35805555555555557,0.73,0.1413888888888889,0.06472222222222222,2.729722222222222,0.05694444444444444,0.44972222222222225,0.0925,0.6633333333333333,0.6408333333333334,0.71,0.3269444444444444,1.8452777777777778,0.6375,0.5269444444444444,0.2927777777777778,,0,0.19916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,0.2733333333333333,0.1075
2023-12-22,0.2763888888888889,,,0,1.1544444444444444,,0.1738888888888889,1.8452777777777778,0.725,0.0002777777777777778,0.6625,,0.8597222222222223,1.101388888888889,,0.2777777777777778,0.1711111111111111,,1.6922222222222223,1.0277777777777777,0.1913888888888889,,1.558888888888889,0.1988888888888889,,0.13277777777777777,0.06944444444444445,0.7402777777777778,0.5369444444444444,,,0.3705555555555556,0,0.305,0.6961111111111111,2.986666666666667,0.22611111111111112,0.12166666666666667,0.25194444444444447,1.0372222222222223,4.241388888888889,,0.4652777777777778,0.2813888888888889,0.01361111111111111,0.6152777777777778,0.17194444444444446,0.40305555555555556,0.042777777777777776,5.753888888888889,0.5630555555555555,0.43583333333333335,0.26722222222222225,0.625,0.1272222222222222,,0,0.1525,0,0.15444444444444444,0.4280555555555556,,0,0.5166666666666667,0.6527777777777778,0.6841666666666667,0.22944444444444445,0.10888888888888888,1.2652777777777777,0.5691666666666667,0.5230555555555556,0.09777777777777778,1.0527777777777778,2.834722222222222,1.4230555555555555,0.20305555555555554,2.4052777777777776,0.44416666666666665,0.36944444444444446,0.47055555555555556,,0.20083333333333334,0.45111111111111113,,0,,,,,,,,,,,,,,,,,,,,,,,,0.2075,0.19833333333333333
2023-12-23,1.0244444444444445,,,0,1.2944444444444445,,0.24416666666666667,1.701111111111111,0.7127777777777777,0.0005555555555555556,0.615,,0.9188888888888889,1.3847222222222222,,1.4394444444444445,0.6272222222222222,,1.3816666666666666,0.4075,0.15388888888888888,,1.9280555555555556,0.0636111111111111,,0.235,0.1325,1.1833333333333333,0,,,0.025833333333333333,0,0.215,0.8841666666666667,2.1702777777777778,0.18472222222222223,0.16333333333333333,0.8713888888888889,0.8163888888888889,4.59,,0.7897222222222222,0.6363888888888889,0.018333333333333333,0.38416666666666666,0.03666666666666667,0.3616666666666667,0.045,4.071666666666666,1.0369444444444444,0.3611111111111111,0.32472222222222225,0.8197222222222222,0.1811111111111111,,0,0.25083333333333335,0,0.3086111111111111,0.37416666666666665,,0,0.2086111111111111,0.5675,2.2819444444444446,0.3458333333333333,0.12861111111111112,1.553611111111111,0.5891666666666666,0.6233333333333333,0.06,1.1902777777777778,1.895,2.3244444444444445,0.4025,2.1794444444444445,0.3402777777777778,0,0.23305555555555554,,0.6944444444444444,0.42694444444444446,,0,,,,,,,,,,,,,,,,,,,,,,,,0.12027777777777778,0.08361111111111111
2023-12-24,0.465,,,0,4.517777777777778,,0.12833333333333333,2.7530555555555556,0.5786111111111111,0,0.6133333333333333,,1.1222222222222222,1.9011111111111112,,0.9372222222222222,1.4986111111111111,,1.8558333333333332,0.7755555555555556,0.22583333333333333,,1.9955555555555555,0.12861111111111112,,0.13833333333333334,0.07166666666666667,0.9458333333333333,0,,,0.03305555555555555,0,0.7983333333333333,0.81,4.358055555555556,0.21583333333333332,0.13416666666666666,0.5041666666666667,1.2169444444444444,4.171666666666667,,1.3166666666666667,0.21472222222222223,0.018055555555555554,0.5361111111111111,0.15416666666666667,0.3661111111111111,0.026944444444444444,4.6947222222222225,0.55,0.5797222222222222,0.9522222222222222,1.0597222222222222,0.0975,,0,2.6302777777777777,0,0.35194444444444445,0.3972222222222222,,0,0.24666666666666667,1.6211111111111112,0.6130555555555556,0.33166666666666667,0.8469444444444445,2.8955555555555557,0.7061111111111111,0.6241666666666666,0.06916666666666667,1.3763888888888889,0.975,1.6636111111111112,1.4694444444444446,3.825,0.1063888888888889,0,2.3519444444444444,,0.795,0.45111111111111113,,0,,,,,,,,,,,,,,,,,,,,,,,,0.19111111111111112,0.10805555555555556
2023-12-25,0.6958333333333333,,,0.0,1.0872222222222223,,0,1.0952777777777778,0.6497222222222222,0,0.475,,0.9252777777777778,0.6794444444444444,,1.068888888888889,0.6286111111111111,,1.4577777777777778,0.6169444444444444,0.20666666666666667,,4.496666666666667,0.2075,,0.29555555555555557,0.08388888888888889,0.0575,0,,,0.016944444444444446,0,0.2513888888888889,1.5077777777777779,3.31,0.3161111111111111,0.09666666666666666,0.3383333333333333,1.0666666666666667,2.866111111111111,,0.4716666666666667,0.39944444444444444,0.008611111111111111,0.5877777777777777,0.06722222222222222,0.9494444444444444,0.03333333333333333,5.390555555555555,0.4872222222222222,0.4727777777777778,0.2088888888888889,1.1797222222222221,0.10972222222222222,,0,0.7811111111111111,0.17722222222222223,0.17194444444444446,0.92,,0,0.2972222222222222,0.37555555555555553,0.5872222222222222,0.4777777777777778,0.04805555555555555,1.8144444444444445,0.06944444444444445,0.6166666666666667,0.06166666666666667,2.4052777777777776,1.006388888888889,1.508888888888889,1.4108333333333334,2.617777777777778,0.19277777777777777,0,4.168888888888889,,0.6816666666666666,0.6041666666666666,,0,,,,,,,,,,,,,,,,,,,,,,,,0.0925,0.09444444444444444
2023-12-26,0.8244444444444444,,,0,1.541111111111111,,0,1.5505555555555555,0.6594444444444445,0.004166666666666667,0.6388888888888888,,0.8686111111111111,1.2336111111111112,,1.331388888888889,0.16916666666666666,,1.8130555555555556,0.4077777777777778,0.29444444444444445,,2.493333333333333,0.11138888888888888,,2.9080555555555554,0.05638888888888889,0.27361111111111114,0.6344444444444445,,,0.01,0,0.24638888888888888,0.8061111111111111,1.9341666666666666,0.18833333333333332,0.13027777777777777,0.40805555555555556,0.915,5.414444444444444,,0.4686111111111111,0.3011111111111111,0.016666666666666666,0.5419444444444445,0.049166666666666664,0.6502777777777777,0.03277777777777778,2.273888888888889,0.49277777777777776,0.23277777777777778,0.22555555555555556,0.44027777777777777,0.09416666666666666,,0,0.2086111111111111,0.5033333333333333,0.21194444444444444,0.45111111111111113,,0,0.5875,0.4052777777777778,0.37222222222222223,0.16,0.05555555555555555,2.6141666666666667,0.07333333333333333,0.64,0.05388888888888889,0.8483333333333334,0.8527777777777777,0.9966666666666667,1.978888888888889,2.716111111111111,0.17666666666666667,0,0.7691666666666667,,0.8144444444444444,0.2738888888888889,,0.018333333333333333,,,,,,,,,,,,,,,,,,,,,,,,0,0.09861111111111111
2023-12-27,0.30694444444444446,,,0,1.8097222222222222,,0.035555555555555556,2.173611111111111,0.5111111111111111,0,0.7508333333333334,,0.5730555555555555,1.1175,,1.5363888888888888,0.21833333333333332,,1.3227777777777778,0.25,0.5158333333333334,,3.109722222222222,0.1275,,0.08611111111111111,0.020833333333333332,0.07277777777777777,3.2316666666666665,,,0.025277777777777777,0,0.1763888888888889,1.355,3.3161111111111112,0.2886111111111111,0.235,0.5880555555555556,1.0555555555555556,3.53,,0.7355555555555555,1.1652777777777779,0.005555555555555556,0.4886111111111111,0.035555555555555556,0.5025,0.01888888888888889,0,0.695,0,0.12444444444444444,0.4975,0.21055555555555555,,0,0.29833333333333334,0.15361111111111111,0.2127777777777778,0.8061111111111111,,0,0.48194444444444445,0.30916666666666665,1.2977777777777777,0.34055555555555556,0.02722222222222222,1.3733333333333333,0.06888888888888889,0.6922222222222222,0.06,0.43166666666666664,1.8977777777777778,1.1491666666666667,0.565,1.9044444444444444,0.1238888888888889,0.005833333333333334,0.4175,0,0.5822222222222222,0.46694444444444444,,0.03222222222222222,,,,,,,,,,,,,,,,,,,,,,,,0.10472222222222222,0.0875
