2023-11-09,3.0137722222222223,,,0.0,0.0010697222222222221,,24.0,1.5368433333333333,7.559426111111111,3.9240355555555553,1.6917283333333333,,0.0,3.1976677777777787,,0.0030055555555555556,0.0017661111111111113,,5.908863611111111,,0.3750177777777777,,24.0,23.852867500000002,,3.7347852777777777,0.42485277777777786,1.8381766666666666,0.024827222222222223,,,0.0,7.601091111111111,0.0,0.11795,0.007700277777777778,3.2954125000000007,3.6754891666666665,24.0,3.4550655555555556,0.0,0.011445555555555554,0.0,0.24460333333333334,0.0337725,1.8618916666666663,4.462933333333334,1.1848125,6.142158333333334,8.44463527777778,4.719051111111111,3.219629166666667,2.0392475,0.4050911111111111,3.3587316666666673,,3.0298974999999992,1.7033127777777777,2.8875963888888894,1.9821380555555554,0.015625555555555556,,3.9997475,0.0,0.0014372222222222223,0.24466499999999997,0.09578944444444444,0.0,0.7172750000000003,9.518085833333336,0.06698416666666666,,0.8921249999999998,3.232005833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.629077499999998,5.703477222222222
2023-11-10,1.6804577777777774,,,1.496568888888889,0.0,,24.0,0.015951944444444442,5.699979722222223,4.551459444444444,2.375078333333333,,0.0,2.0134747222222225,,1.2769772222222222,0.01583611111111111,,2.3438141666666668,,0.0,,24.0,24.0,,6.284545555555556,0.0,2.0085311111111106,0.018908055555555556,,,0.0,0.10879166666666668,0.0,1.0414563888888888,0.007746111111111112,6.989651666666666,4.274695555555556,23.70814361111111,0.2667258333333334,1.1387058333333333,0.03140361111111111,0.0,0.05816694444444444,0.015833333333333335,2.775182777777778,3.8706677777777774,2.6038600000000005,5.607909722222221,5.659659722222223,3.192143055555555,1.784291111111111,1.5936102777777776,0.41193611111111106,2.6463522222222227,,0.2674194444444444,4.524527222222222,1.3511549999999999,5.441048888888888,0.31789083333333334,,6.328631388888888,0.0,3.328564722222222,0.0268,0.18361166666666662,0.0,1.6615563888888885,4.761037777777778,0.5928800000000001,0.0,3.4057450000000005,5.066572222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7106680555555553,4.220453611111112
2023-11-11,0.20307083333333334,,,0.29364277777777775,0.0,,24.0,0.27131805555555555,5.053349722222222,0.0,6.394570555555556,,0.0,3.5157516666666666,,0.033195833333333334,0.0,,2.678265555555556,,0.0024961111111111113,,24.0,24.0,,5.187279722222222,0.0,1.6528041666666664,0.012770555555555556,,,0.0,0.012578055555555556,0.0,1.3127836111111109,0.0031783333333333334,15.262152500000001,2.9920358333333326,24.0,0.021368333333333336,2.288656111111111,0.34169277777777785,0.0,0.4345616666666666,0.4062436111111112,0.5558355555555555,8.87580611111111,0.9718563888888888,9.338225277777777,10.720748888888888,4.306848055555555,2.1026080555555557,7.2959283333333325,0.2364936111111111,3.067015277777778,,2.135997777777777,2.3972083333333334,7.260266944444444,2.6818533333333336,0.022886388888888887,,2.238858611111111,0.0,0.27934166666666665,0.011000555555555553,0.46952333333333324,0.0,1.2624686111111116,0.006371388888888889,2.343253888888889,0.5121402777777778,2.1032627777777786,0.6008930555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.551699722222222,2.003576388888889
2023-11-12,1.295703888888889,,,1.3000933333333335,0.009139999999999999,,24.0,0.08909222222222223,4.617779444444444,2.5303800000000005,0.6674036111111111,,0.0,1.312089722222222,,0.002968611111111111,0.00032694444444444443,,5.209199444444443,,0.0,,24.0,23.974866111111112,,6.224739166666666,0.0,6.876152222222222,0.05633277777777777,,,0.0,0.01717027777777778,0.0,0.5424891666666667,0.004028888888888889,24.0,2.789748888888889,24.0,4.614151388888889,0.00171,0.04154277777777778,0.0,0.053769166666666666,0.01754638888888889,0.4877116666666667,5.403248888888888,0.8936291666666667,3.7660411111111114,7.724245555555556,2.446411111111111,0.43607333333333337,0.005053611111111111,3.5651727777777777,3.9469608333333333,,2.500633611111111,0.8485008333333333,2.363763611111111,0.6153458333333333,0.07929777777777776,,5.169380833333334,0.0,2.699735,0.0,0.1416338888888889,0.0,0.01761277777777778,6.100165,0.13883305555555553,0.0,1.216035833333333,0.04074833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11001861111111111,0.055051666666666665
2023-11-13,0.7505880555555555,,,2.6509908333333336,0.003021388888888889,,24.0,0.07511194444444444,6.285022500000001,0.0,8.841679722222223,,0.0,6.873150555555556,,0.016185833333333333,0.0015608333333333333,,4.6260586111111115,,0.0,,24.0,24.0,,7.086903888888888,0.0,4.584114166666667,0.06059777777777778,,,0.0,2.7154441666666664,0.0,1.1140780555555558,0.005367500000000001,24.0,4.417434166666666,24.0,2.3522052777777773,1.2335655555555554,0.016582777777777776,0.0,0.0013936111111111113,0.3996672222222222,2.7121055555555555,2.103628333333333,5.181209722222222,6.244813055555555,4.024323888888889,5.098578055555556,4.476883888888889,5.057829444444445,1.8387349999999998,3.550735833333334,,0.9483325000000001,1.3353197222222222,7.1569424999999995,3.7881400000000003,3.872643611111111,,5.69172,0.0,0.10762444444444444,7.17611361111111,0.6043119444444442,0.0,1.0278794444444441,14.3811175,0.01364361111111111,0.01779,1.4453644444444447,1.2546083333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.616378055555555,4.265360555555556
2023-11-14,2.375405555555556,,,2.8729658333333337,0.0027427777777777776,,23.934334166666666,0.015040555555555555,7.560331944444444,0.0,7.453124444444444,,0.0,3.382848888888889,,1.6098847222222221,8.88888888888889e-06,,3.4074666666666666,,0.0,,24.0,24.0,,0.6297633333333332,0.0,3.0596280555555553,0.03671027777777778,,,0.0,1.6917052777777777,3.6737313888888887,0.674496111111111,0.006044999999999999,24.0,4.123589722222222,23.12210888888889,3.420090833333333,3.2781758333333335,0.17715444444444448,0.0,0.07092472222222224,0.02865277777777778,8.914736111111113,6.2054599999999995,4.530092777777778,5.777824444444444,4.3896436111111115,4.784648611111112,4.1635125,3.372612777777776,1.881696388888889,6.250213055555555,,0.9305100000000002,4.6861966666666675,3.6206144444444446,2.6957802777777777,0.02216833333333333,,4.3151616666666675,0.0,0.4222597222222222,2.1095027777777777,0.9880233333333333,0.0,1.392020833333333,19.96658083333333,0.021108333333333333,0.0008936111111111112,3.409768055555556,0.06886166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.723616944444445,3.5196549999999993
2023-11-15,2.9511947222222226,,,1.7749058333333334,0.0064824999999999995,,0.4518475,0.36392833333333335,8.360981666666667,0.0,5.627377777777777,,0.0,6.583645555555556,,0.010748611111111112,0.00022444444444444443,,2.824505,,0.04456888888888888,,24.0,22.369564166666663,,3.047381666666667,0.0,2.8888483333333337,0.11366027777777778,,,0.0,1.2913541666666666,7.180063333333334,1.4879116666666667,0.005644444444444445,24.0,5.163640277777779,24.0,3.3347724999999997,6.338690833333334,0.6079794444444445,0.0,0.18445722222222222,1.5897755555555553,4.122571388888889,4.821600277777778,3.6436758333333334,4.443063055555556,5.185714722222222,5.5458766666666675,2.579591388888889,4.367868611111112,3.4593172222222224,4.965423611111111,,2.8527163888888896,0.34195333333333333,0.8409516666666667,2.7338152777777776,0.25340222222222225,,5.269427777777778,0.0,5.3519875,2.767344722222222,0.37898083333333327,0.0,1.5189322222222221,24.0,0.14046944444444445,0.0,3.387391666666667,0.8338913888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5368158333333333,3.9679080555555553
2023-11-16,1.2796938888888885,,,2.0843925,0.002276388888888889,,2.1786658333333335,0.013220555555555553,8.391428333333334,0.0,4.523218055555557,,0.0,4.328015277777778,,0.012090555555555554,0.0,,3.5383566666666666,0.0,0.06303500000000001,,19.141440833333334,23.913979166666664,,24.0,0.0,1.434343888888889,2.6014836111111115,,,0.0,2.8691044444444445,2.7979652777777777,0.616615277777778,0.006275833333333333,24.0,3.7546402777777774,24.0,1.4481188888888894,7.069510000000001,0.3746738888888889,0.0,15.862589166666668,0.063615,2.759021111111111,7.812684722222222,2.09353,4.305883888888888,6.835816666666665,6.503050833333334,5.575229722222223,4.269516111111111,1.0020036111111112,4.148189444444444,,7.07191472222222,1.2448141666666668,3.22664,3.584920277777778,0.036214722222222225,,4.048969722222221,0.0,0.021662777777777777,2.387478888888889,0.029140277777777775,0.0,2.002765833333333,17.620663611111112,3.9628983333333334,0.0,1.0607558333333336,0.04728333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.496069166666665,3.9323449999999998
2023-11-17,0.7897169444444445,,,1.181105,1.1010025,,5.949620555555556,2.1293422222222227,6.3061227777777775,0.0,2.4392650000000002,,0.0,6.546714444444444,,0.0038738888888888894,0.0,,2.5211244444444434,0.0,0.002387222222222222,,6.200291388888889,24.0,,17.922335277777776,0.0,6.592196111111111,1.5557388888888894,,,0.0,2.013052222222222,0.7778552777777777,0.9603544444444443,0.20045444444444444,24.0,4.589916666666666,23.660497777777778,6.436054444444444,1.0330133333333333,0.043034166666666665,0.0028061111111111112,24.0,0.2602230555555555,3.081945,3.5091797222222216,2.037510277777778,6.552001666666667,4.413195555555556,1.993775,0.3282825,1.365053888888889,3.7468466666666664,1.7809061111111109,,5.269295277777779,4.155797222222223,5.103085833333333,2.5367911111111114,0.7394583333333333,,6.538880555555556,0.0,5.053203888888888,9.20277388888889,0.29745138888888895,0.0,0.25333916666666667,11.628379166666667,2.9358936111111107,0.0,6.1564175,0.04824305555555557,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.056877222222222,3.639017222222223
2023-11-18,1.3091825,,,1.7558019444444444,0.0,,3.8895530555555555,0.25785500000000006,4.98613,0.0,7.642121944444446,,0.0,7.2305408333333325,,0.0037236111111111107,0.0,,2.679757222222222,0.0,0.13905083333333332,,3.9582247222222215,24.0,,0.0,0.0,5.712116388888888,1.383593055555556,,,0.0,0.47749805555555547,0.0,1.2813175,0.1051875,24.0,14.307881944444444,24.0,1.4579649999999997,0.0017119444444444443,3.6848391666666673,0.0036866666666666667,13.31354722222222,0.45313305555555555,0.7362966666666667,3.280430555555556,0.5769511111111112,9.464450833333334,4.1430758333333335,3.2640394444444447,14.583549166666668,0.21300583333333337,2.3765858333333334,0.0050683333333333335,,4.7491747222222225,1.0682008333333333,2.103153611111111,1.380956388888889,0.014043055555555553,,6.274821944444444,0.0,0.008927222222222222,1.6082294444444445,0.11272361111111111,0.0,1.2069705555555559,7.951530277777778,0.2626369444444444,0.0018627777777777779,0.007584166666666666,0.11327333333333334,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.581920833333333,0.42778444444444447
2023-11-19,0.3881694444444444,,,1.0659963888888888,0.0,,0.8352244444444443,0.012161388888888888,6.430212222222222,0.0,1.0336072222222221,,0.0,1.0409950000000001,,0.014823888888888888,0.0072922222222222225,,5.467801388888889,0.0,0.05479416666666667,,3.6802686111111105,24.0,,0.0,0.0,1.263011111111111,3.5077961111111113,,,0.0,0.22241138888888887,0.009722777777777778,0.6006430555555556,0.09552,24.0,24.0,24.0,14.97586111111111,0.007423611111111112,0.03509666666666667,0.413455,0.0,0.3232883333333333,0.41294194444444443,15.737124444444444,0.04994888888888889,3.9644577777777776,7.665657500000002,6.164111388888888,24.0,0.003399722222222222,1.9610130555555556,3.8092622222222223,,5.968894166666668,3.7739886111111107,6.833423055555555,0.0,0.012520555555555557,,3.2537480555555556,0.0,0.0013544444444444444,3.7449552777777777,0.20025416666666668,0.0,0.6705366666666664,4.726578055555556,0.05785611111111111,0.08070694444444446,1.2897813888888887,0.07182277777777778,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6169538888888889,1.23581
2023-11-20,0.007701666666666666,,,0.922941111111111,0.0,,2.2839847222222223,0.5844991666666666,7.495874166666667,0.0,2.9534594444444444,,0.0,10.687500833333333,,0.503783888888889,0.0,,5.193056944444442,0.002385,0.01195111111111111,,5.415566388888889,18.357041666666667,,16.160227777777777,0.0,3.711912500000001,0.005940555555555556,,,0.0,0.06132777777777778,0.0,0.6691166666666667,0.0048491666666666666,24.0,24.0,24.0,17.948180833333332,0.007291111111111111,0.36669527777777783,0.004872777777777778,0.05765666666666666,0.9511244444444446,2.0709783333333336,24.0,3.189983611111111,5.153538611111111,2.9926244444444445,4.463639999999999,23.64140472222222,1.7141483333333334,1.1680394444444444,4.666864166666666,,11.24828861111111,2.048427222222222,2.080163611111111,3.138154444444444,0.013209166666666668,,7.384947222222221,0.0,0.872211111111111,4.064695833333333,0.11484694444444443,0.0,0.6976244444444443,4.3654102777777775,0.5661377777777779,0.0011961111111111111,3.5578336111111115,0.30254055555555565,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8485822222222223,17.732368055555558
2023-11-21,0.7862366666666667,,,0.5609238888888889,0.04864361111111111,,0.0,0.001558611111111111,7.707341666666666,0.0,2.260158611111111,,0.0,13.356913333333333,,0.051151666666666665,0.0,,2.145386388888889,1.088088333333333,0.6023080555555554,,3.428699444444445,8.281385555555556,,4.787201111111112,0.0,1.3153197222222217,0.0013677777777777779,,,0.0,10.841255555555556,0.0,0.8230652777777776,0.010101666666666667,24.0,24.0,23.771790833333334,12.784773611111113,0.015637222222222222,0.09269638888888891,2.826596666666666,0.5318286111111111,1.0667469444444446,2.9107980555555555,24.0,3.735267222222222,7.439579166666667,6.054807222222223,5.778522777777778,24.0,2.3812977777777777,0.33693999999999996,7.607984166666667,,24.0,5.722112222222223,3.9528069444444447,4.779989166666667,0.015873055555555557,,4.5442897222222225,0.0,0.05139694444444444,0.003540555555555556,0.2845255555555556,0.0,0.7103191666666663,9.0885,0.0859486111111111,0.0026233333333333334,0.0012166666666666667,1.1072936111111114,,,0.059396388888888894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.195540555555556,23.657217499999998
2023-11-22,1.3714994444444446,,,2.439344722222222,0.20692972222222217,,2.1087872222222224,0.0013647222222222222,6.6359225,0.0,0.0,,0.0,12.811009166666668,,0.029207777777777777,0.0,,12.238015555555554,0.0,0.2532391666666666,,5.283605555555555,2.69681,,4.602665277777778,0.0,15.327650277777778,0.018916944444444445,,,0.0,24.0,7.222222222222222e-05,0.833381388888889,0.009251111111111111,24.0,24.0,24.0,24.0,1.9174102777777773,0.02861694444444444,0.07790472222222222,12.66013972222222,0.06367333333333332,3.0786466666666668,23.96321861111111,1.273793888888889,4.355376944444444,4.720799722222222,10.318951388888888,24.0,1.2382213888888889,2.0782955555555556,5.057943055555556,,24.0,3.4083227777777774,0.0,3.3005761111111114,0.024890555555555555,,5.7991399999999995,0.0,0.015595833333333335,0.06117527777777779,0.19838750000000005,0.0,0.7693869444444448,5.683056388888889,0.473185,0.005668333333333333,0.02706722222222222,0.5796400000000002,,,1.1848383333333332,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7434097222222221,24.0
2023-11-23,4.571164444444445,,,0.0,0.09106472222222221,,0.02181388888888889,6.360961944444444,6.314235277777779,0.0,6.458185,,0.0,11.38480472222222,,0.014073055555555556,0.0,,24.0,0.0,0.2504052777777778,,3.766472222222222,0.0,,0.0,0.0,24.0,0.14549722222222222,,,0.0,24.0,0.0,0.5844033333333335,0.005235555555555556,24.0,24.0,24.0,23.997301666666665,0.0,0.07924805555555554,0.17031861111111113,24.0,0.006226666666666667,6.023341388888889,24.0,0.019066944444444442,6.426823611111111,7.206411666666667,24.0,24.0,3.8611738888888887,0.13027944444444442,6.486924444444445,,24.0,5.303767499999999,4.862164722222222,1.1737772222222222,0.014909166666666666,,5.001754722222222,0.0,0.16988111111111115,0.018080000000000002,0.11552166666666666,0.0,0.0827013888888889,7.1760825,0.7797594444444444,0.00387,3.6888125,6.170674999999998,,,0.0527113888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.833054722222224,24.0
2023-11-24,0.3431152777777777,,,0.24705694444444448,0.10787055555555555,,2.9175380555555552,0.18212444444444448,6.140366388888888,0.0,2.187275,,0.0,5.831426388888889,,0.0027525,0.0163225,,13.90000527777778,0.0055294444444444445,0.1905413888888889,,2.412764166666667,14.253202500000002,,9.552085000000002,0.0,24.0,0.038253888888888886,,,0.0,24.0,3.838418611111112,0.8895266666666664,0.16395472222222224,24.0,24.0,24.0,24.0,0.0,0.16600166666666663,0.18546500000000002,24.0,2.415929166666666,2.6916738888888885,16.332690833333334,0.5363266666666667,5.838756111111111,2.103786111111111,24.0,24.0,3.636203055555556,0.3383116666666667,4.856233333333332,,24.0,3.525338611111111,2.994504722222223,1.7458769444444444,0.6084711111111111,,2.890050277777778,0.0,1.3574961111111112,0.6629808333333334,0.01644111111111111,0.0,0.2844258333333333,8.036328611111111,0.7440555555555556,0.017995277777777777,1.1035497222222221,0.026754444444444442,,,0.37095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.697729444444443,24.0
2023-11-25,1.57896,,,0.10403583333333334,0.13102555555555553,,0.4361522222222223,0.3691983333333334,1.9531094444444443,0.0,2.01948,,0.0,5.131111944444444,,0.030522499999999998,0.12144916666666669,,2.720756111111111,0.0060725,1.1214641666666667,,0.9033122222222223,19.301205555555555,,2.595381666666667,0.0,24.0,0.053331944444444446,,,0.0,24.0,24.0,0.5584038888888888,0.006918611111111112,24.0,24.0,24.0,24.0,0.0,0.033579722222222226,0.34184916666666665,24.0,0.15411888888888886,2.7250475,4.912799166666667,4.129520833333333,6.471097777777778,7.034022500000001,24.0,19.73340861111111,0.11438111111111113,0.2701391666666667,0.004340833333333333,,24.0,1.5788666666666666,2.528464444444445,2.9072655555555555,0.13753833333333335,,4.618104166666666,0.0,0.8355469444444446,0.0,0.010565,0.0,0.12088222222222222,6.411326388888889,0.09288194444444445,0.07100638888888888,1.8353658333333334,0.8543938888888887,,,0.05030194444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7860811111111113,24.0
2023-11-26,1.1465172222222222,,,1.3148194444444445,0.10835944444444442,,0.9126369444444445,0.010607222222222223,4.004593611111111,0.0,0.7759905555555555,,0.0,14.152848333333331,,0.01053138888888889,0.0,,6.183265277777778,0.0,1.002001388888889,,1.6034719444444445,5.236842499999999,,2.496330555555556,0.0,24.0,1.8837558333333333,,,0.0,17.310530277777776,24.0,0.7831455555555557,0.006485555555555555,24.0,18.92825361111111,24.0,23.985410833333333,0.0,0.07927555555555557,0.03143277777777778,12.974083333333333,0.10928222222222221,2.94213,4.830381944444445,1.3289569444444445,4.002199166666666,6.277488888888886,13.264891666666669,3.29774138888889,0.0010733333333333333,0.3199027777777778,2.396161666666666,,24.0,2.2510538888888885,2.255169166666667,0.0016377777777777777,0.06804305555555556,,4.733167777777777,0.0,0.0008975,0.08166222222222222,0.41105472222222217,0.0,0.10763583333333336,10.833129722222221,0.7681825,0.9247041666666668,0.8602855555555553,0.02339583333333333,,,0.10150861111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8900383333333335,24.0
2023-11-27,2.575605,,,2.28596,0.3122474999999999,,0.007846944444444445,0.0055494444444444445,5.436487777777779,0.0,5.559717222222223,,0.0,5.309713333333335,,0.04652972222222222,0.036678333333333334,,6.545646944444444,0.0012408333333333332,0.07314111111111112,,3.521678055555555,3.6293852777777773,,3.3920908333333335,0.0,24.0,0.13415055555555552,,,0.0,0.29221638888888884,24.0,0.6343677777777778,0.0042608333333333335,24.0,0.0,23.7527175,24.0,0.0,2.505470833333333,0.010550833333333334,1.510966111111111,0.5681738888888889,4.018414444444445,1.9648716666666668,1.1189480555555553,5.822869999999999,2.8897677777777777,6.146491111111111,2.1051758333333335,2.381691388888889,1.4545658333333331,0.0035805555555555556,,24.0,2.9822616666666666,1.6667694444444445,2.2886283333333335,0.24704694444444442,,2.5870325,0.0,0.9431302777777779,6.211581944444444,0.16790333333333335,0.0,0.15359833333333328,9.832249444444445,0.15010444444444443,0.0026736111111111114,2.384760833333334,0.7999755555555556,,,0.03365583333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8463863888888885,15.480116944444442
2023-11-28,0.009982777777777778,,,1.0782133333333332,0.5464644444444443,,2.054854722222222,0.3895169444444444,7.178403333333334,0.0,2.3504250000000004,,0.0,4.764251666666667,,0.01906388888888889,0.003767777777777778,,9.99634638888889,0.0,0.007988333333333333,,4.4866972222222214,1.3626938888888886,,0.20227916666666668,0.0,14.824906111111112,0.04615166666666666,,,0.0,6.474124722222223,24.0,0.6316966666666668,0.010407222222222222,24.0,0.1569127777777778,22.99740527777778,19.876437777777777,0.0,3.160402222222222,1.4025241666666668,0.21172111111111108,0.025211388888888887,2.01324,2.978241666666667,3.736626944444444,6.26652861111111,5.570121388888889,5.511988611111111,3.7837925000000006,12.736753333333333,0.3877205555555556,3.887330277777778,,2.4467499999999993,3.5682525,3.5059974999999994,2.101321111111111,0.00985111111111111,,6.844604444444444,0.0,0.8581963888888888,0.053277222222222226,0.8186091666666667,0.0,0.10427222222222222,5.3033591666666675,0.08325777777777778,0.16488777777777777,0.09221555555555558,1.0835180555555557,,,0.03042694444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4033969444444445,6.707827222222223
2023-11-29,0.1130913888888889,,,3.628514722222222,0.8044799999999999,,0.7360444444444445,2.4464116666666667,7.655336666666667,0.0,0.9372438888888889,,0.0,8.898701388888888,,0.0022700000000000003,1.857835,,10.314461666666666,0.002634722222222222,0.01441111111111111,,2.0627222222222215,2.009496111111111,,3.417657222222222,0.0,3.7323569444444447,0.1284888888888889,,,0.0,0.8073633333333332,24.0,0.04499305555555556,0.005674444444444444,23.05528666666667,1.153988888888889,17.383073055555556,2.855608611111111,0.0,0.2621205555555556,0.38567444444444443,0.07523666666666666,0.07640111111111111,1.1652602777777776,3.056100833333333,2.813449722222222,4.9997074999999995,1.0999919444444446,7.979344166666667,5.773943333333333,24.0,0.47556833333333337,1.452706111111111,,7.771538055555558,1.2981249999999998,1.5945205555555555,6.646961666666667,0.024809166666666667,,7.040906944444445,0.0,1.0060083333333334,3.933414999999999,0.13695888888888882,0.0,0.5610483333333334,11.621669166666665,0.0015416666666666667,0.3740133333333333,9.752388333333334,0.02918,24.0,,0.026381666666666668,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0923005555555547,6.920301388888889
2023-11-30,2.4257036111111114,,,0.22127027777777777,0.05882194444444444,,1.9654302777777777,0.09310166666666667,7.20632388888889,0.0,7.756915833333333,,0.0,9.778045,,0.016792777777777778,0.0,,1.4844624999999998,0.0,0.05334833333333334,,7.440761388888889,8.42401138888889,,5.52277111111111,0.0,1.4085791666666667,0.3386294444444444,,,0.0,0.6879858333333334,0.3929769444444445,0.35822833333333326,0.007019444444444445,8.859674722222223,2.658809166666667,1.5931116666666667,1.7315125,0.0,1.0054497222222223,0.002758888888888889,0.08040833333333333,0.03513666666666667,1.8594022222222222,4.309872222222221,0.01921222222222222,3.911798888888889,4.576376388888889,2.082533611111111,7.904909166666665,24.0,0.24257083333333332,1.7958555555555558,,1.5536552777777777,3.1207166666666666,1.6897611111111113,5.566035277777778,0.003161666666666667,,4.459087777777778,0.0,0.009693611111111111,0.7618324999999998,0.3033536111111111,0.0,0.13436305555555556,9.454413888888888,0.11008555555555555,0.028054722222222224,0.007592777777777777,0.07411888888888887,0.48124777777777783,,0.06635944444444446,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.969276388888889,4.490259166666667
2023-12-01,0.6897836111111111,,,2.645774722222222,0.35372611111111113,,2.713171111111111,0.012075555555555556,7.444749444444444,0.0,0.0,,0.0,1.0621825,,0.0024744444444444445,0.0,,1.6382005555555554,0.0,0.7731633333333333,,2.3073036111111107,6.223355,,0.04071444444444445,0.0,1.6317902777777777,0.048334722222222216,,,0.0,6.061086666666667,0.011798333333333334,0.12417138888888889,0.08145888888888887,6.056881666666667,0.17428444444444446,3.3767030555555553,4.612174166666668,0.0,,0.14777416666666668,2.3108086111111112,0.14258666666666664,2.1834925,13.967217777777776,2.301266111111111,7.243945833333334,4.817051666666666,4.059160277777777,5.46700388888889,24.0,0.5204069444444445,7.463619999999999,,0.6652052777777779,3.1743705555555555,5.4384305555555565,3.6280825000000005,0.0,,3.432945277777778,3.2729158333333332,0.02282222222222222,5.9048372222222225,0.02197638888888889,0.0,0.07753444444444445,11.604637777777778,0.07525527777777777,1.0294013888888889,0.003219166666666667,0.6565805555555555,2.5016683333333334,,0.03613527777777777,0.8393927777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6811466666666668,2.9256052777777777
2023-12-02,0.2691044444444444,,,0.5904036111111111,0.6370391666666667,,1.1149272222222222,0.006819444444444444,5.939522777777777,0.0,0.8036858333333333,,0.0,2.5543913888888885,,0.03323888888888889,0.00434,,1.5856191666666666,0.0,0.05515138888888889,,9.190265555555554,2.4092633333333326,,0.010318333333333334,0.0,2.0465466666666665,1.9063841666666663,,,0.0,0.9042036111111111,0.0010036111111111112,1.350620277777778,0.014619722222222223,14.47293361111111,0.0004566666666666667,8.788753055555556,2.863153333333334,0.0,,1.4112591666666667,0.30604055555555554,1.420183611111111,0.6918730555555554,14.610665277777775,0.8818125000000001,8.573333055555555,9.189385555555555,4.832801388888889,4.6306336111111115,21.348601944444447,0.21428333333333333,2.664553333333333,,3.9027483333333337,2.2641730555555553,5.588863055555555,1.3928494444444444,0.005958055555555556,,6.333919444444445,10.671566666666667,0.030848611111111115,1.4703616666666668,0.5777516666666667,0.0,0.3857558333333332,7.362719166666667,0.056223888888888886,0.006301666666666666,2.4469955555555556,0.12626111111111107,3.6311558333333327,,1.9243213888888888,2.1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.517719722222222,2.1652158333333333
2023-12-03,0.35395750000000015,,,1.1405633333333334,0.12009111111111109,,0.8287672222222222,0.048210277777777776,4.040431111111111,0.0,3.814898888888889,,0.0,0.8300244444444445,,0.0,0.0,,5.096010555555555,0.004824444444444444,1.8085391666666666,,0.8704172222222223,1.8045541666666667,,0.02636166666666667,0.0,1.423846666666667,0.01804388888888889,,,0.0,1.6207908333333332,0.003935,0.7630583333333334,0.0016069444444444445,5.3872175,0.0,8.635658333333334,2.832763055555555,0.0,,2.4063055555555555,0.0028347222222222224,0.040890277777777775,1.7095924999999998,4.1008525,0.7119730555555557,4.336286111111111,7.289205,5.12759138888889,0.7848711111111112,0.0,0.13871611111111112,2.95265,,0.19662555555555558,2.4002436111111116,5.443489999999999,0.09932305555555557,0.003807777777777778,,6.891843055555555,9.470939444444442,0.1270052777777778,1.6988005555555554,0.04801694444444444,0.0,0.3430055555555557,8.263319444444445,0.5932852777777777,8.472222222222221e-05,0.07511333333333334,0.06849055555555555,3.495601666666667,,1.145493888888889,2.7414497222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0280122222222223,1.8941322222222226
